state;date;one_shot_daily;two_shot_daily;three_shot_daily
Minas Gerais;2021-11-14;4557;6031;0
Minas Gerais;2021-11-15;4704;4762;0
Minas Gerais;2021-11-16;12403;91708;1
Minas Gerais;2021-11-17;13130;110464;0
Minas Gerais;2021-11-18;13583;104598;1
Minas Gerais;2021-11-19;17000;105415;0
Minas Gerais;2021-11-20;7622;23813;0
Minas Gerais;2021-11-21;799;1605;0
Minas Gerais;2021-11-22;11056;92540;1
Minas Gerais;2021-11-23;12091;101277;1
Minas Gerais;2021-11-24;13444;103614;0
Minas Gerais;2021-11-25;13163;111572;2
Minas Gerais;2021-11-26;11845;102883;0
Minas Gerais;2021-11-27;2511;30925;0
Minas Gerais;2021-11-28;161;10401;0
Minas Gerais;2021-11-29;9228;93595;0
Minas Gerais;2021-11-30;10015;106256;0
Minas Gerais;2021-12-01;10373;93475;0
Minas Gerais;2021-12-02;9196;84745;6
Minas Gerais;2021-12-03;7554;73358;39
Minas Gerais;2021-12-04;1507;17176;0
Minas Gerais;2021-12-05;575;1516;0
Minas Gerais;2021-12-06;6586;56529;0
Minas Gerais;2021-12-07;7733;69018;0
Minas Gerais;2021-12-08;6158;45939;1
Minas Gerais;2021-12-09;8057;62660;0
Minas Gerais;2021-12-10;6176;51236;34
Minas Gerais;2021-12-11;1294;10333;0
Minas Gerais;2021-12-12;176;1482;0
Minas Gerais;2021-12-13;5440;48280;49
Minas Gerais;2021-12-14;6421;58126;1
Minas Gerais;2021-12-15;6165;53229;0
Minas Gerais;2021-12-16;6394;46075;0
Minas Gerais;2021-12-17;4508;36065;1
Minas Gerais;2021-12-18;1300;7519;0
Minas Gerais;2021-12-19;194;582;1
Minas Gerais;2021-12-20;5951;32074;14
Minas Gerais;2021-12-21;4394;31140;1
Minas Gerais;2021-12-22;4282;29866;1
Minas Gerais;2021-12-23;3068;25295;0
Minas Gerais;2021-12-24;192;1371;0
Minas Gerais;2021-12-25;23;81;0
Minas Gerais;2021-12-26;66;333;0
Minas Gerais;2021-12-27;2586;18435;1
Minas Gerais;2021-12-28;3266;22429;2
Minas Gerais;2021-12-29;3498;23828;0
Minas Gerais;2021-12-30;2213;13682;0
Minas Gerais;2021-12-31;181;875;0
Paraná;2021-01-02;1;0;0
Paraná;2021-01-03;1;0;0
Paraná;2021-01-04;2;0;0
Paraná;2021-01-05;2;0;0
Paraná;2021-01-07;0;0;0
Paraná;2021-01-08;1;0;0
Paraná;2021-01-11;7;1;0
Paraná;2021-01-12;0;1;0
Paraná;2021-01-13;2;0;0
Paraná;2021-01-14;1;0;0
Paraná;2021-01-15;3;0;0
Paraná;2021-01-16;1;0;0
Paraná;2021-01-17;11;3;0
Paraná;2021-01-18;39;13;1
Paraná;2021-01-19;2030;8;0
Paraná;2021-01-20;26000;27;0
Paraná;2021-01-21;23885;27;0
Paraná;2021-01-22;13929;31;0
Paraná;2021-01-23;2676;7;0
Paraná;2021-01-24;1009;28;0
Paraná;2021-01-25;17379;15;0
Paraná;2021-01-26;19126;25;0
Paraná;2021-01-27;16705;14;0
Paraná;2021-01-28;16317;12;0
Paraná;2021-01-29;15265;13;0
Paraná;2021-01-30;5251;3;0
Paraná;2021-01-31;655;1;0
Paraná;2021-02-01;8411;10;0
Paraná;2021-02-02;8610;19;0
Paraná;2021-02-03;9315;13;0
Paraná;2021-02-04;8024;11;0
Paraná;2021-02-05;8057;13;0
Paraná;2021-02-06;2727;10;0
Paraná;2021-02-07;16;1;0
Paraná;2021-02-08;5549;62;0
Paraná;2021-02-09;12081;58;0
Paraná;2021-02-10;12273;1190;0
Paraná;2021-02-11;10715;1823;0
Paraná;2021-02-12;10559;8054;0
Paraná;2021-02-13;4458;2113;0
Paraná;2021-02-14;29;323;0
Paraná;2021-02-15;5944;11754;0
Paraná;2021-02-16;4731;8282;0
Paraná;2021-02-17;6896;16813;0
Paraná;2021-02-18;6571;16785;0
Paraná;2021-02-19;6084;14525;0
Paraná;2021-02-20;1207;1014;0
Paraná;2021-02-21;56;37;0
Paraná;2021-02-22;2050;10325;0
Paraná;2021-02-23;2379;8351;0
Paraná;2021-02-24;1670;6769;0
Paraná;2021-02-25;1731;5134;0
Paraná;2021-02-26;8183;4958;0
Paraná;2021-02-27;7641;506;0
Paraná;2021-02-28;1957;19;0
Paraná;2021-03-01;19996;2685;0
Paraná;2021-03-02;23266;2460;0
Paraná;2021-03-03;22524;2247;1
Paraná;2021-03-04;18270;2617;0
Paraná;2021-03-05;18229;6269;0
Paraná;2021-03-06;11034;2036;0
Paraná;2021-03-07;1355;71;0
Paraná;2021-03-08;16061;13431;0
Paraná;2021-03-09;13731;11444;0
Paraná;2021-03-10;12353;6806;0
Paraná;2021-03-11;11606;5810;0
Paraná;2021-03-12;21552;8247;0
Paraná;2021-03-13;8071;1279;0
Paraná;2021-03-14;1556;108;0
Paraná;2021-03-15;18112;8507;0
Paraná;2021-03-16;16680;5824;0
Paraná;2021-03-17;12404;2466;0
Paraná;2021-03-18;11481;1998;0
Paraná;2021-03-19;22577;2297;0
Paraná;2021-03-20;20968;498;0
Paraná;2021-03-21;1699;156;0
Paraná;2021-03-22;27742;2877;0
Paraná;2021-03-23;35511;3904;0
Paraná;2021-03-24;60686;2441;0
Paraná;2021-03-25;69928;2712;0
Paraná;2021-03-26;57554;4243;0
Paraná;2021-03-27;82433;958;0
Paraná;2021-03-28;44566;401;0
Paraná;2021-03-29;65829;9078;0
Paraná;2021-03-30;69289;11368;0
Paraná;2021-03-31;43771;10668;0
Paraná;2021-04-01;34577;8692;1
Paraná;2021-04-02;8387;621;0
Paraná;2021-04-03;17467;2121;0
Paraná;2021-04-04;1140;553;0
Paraná;2021-04-05;9666;22299;0
Paraná;2021-04-06;11113;21708;0
Paraná;2021-04-07;9680;14369;0
Paraná;2021-04-08;7944;11141;0
Paraná;2021-04-09;16870;17166;0
Paraná;2021-04-10;34137;4959;0
Paraná;2021-04-11;6657;1683;0
Paraná;2021-04-12;25510;19956;0
Paraná;2021-04-13;13698;26127;0
Paraná;2021-04-14;8255;27107;0
Paraná;2021-04-15;7546;26937;0
Paraná;2021-04-16;13618;38710;0
Paraná;2021-04-17;50240;12735;0
Paraná;2021-04-18;23004;3711;0
Paraná;2021-04-19;34092;81224;0
Paraná;2021-04-20;33710;78963;0
Paraná;2021-04-21;14937;17702;0
Paraná;2021-04-22;54149;98925;0
Paraná;2021-04-23;26503;76574;1
Paraná;2021-04-24;30484;30817;0
Paraná;2021-04-25;15772;13109;1
Paraná;2021-04-26;44680;60797;0
Paraná;2021-04-27;42984;32803;0
Paraná;2021-04-28;22478;23324;0
Paraná;2021-04-29;18071;17525;0
Paraná;2021-04-30;13011;17019;0
Paraná;2021-05-01;22656;5349;0
Paraná;2021-05-02;24885;1686;0
Paraná;2021-05-03;59095;12584;1
Paraná;2021-05-04;57300;11711;0
Paraná;2021-05-05;48675;9142;0
Paraná;2021-05-06;26137;6613;0
Paraná;2021-05-07;27948;8491;0
Paraná;2021-05-08;15866;2450;0
Paraná;2021-05-09;310;11;0
Paraná;2021-05-10;24788;6392;0
Paraná;2021-05-11;27370;4045;0
Paraná;2021-05-12;24250;4963;0
Paraná;2021-05-13;29813;12178;0
Paraná;2021-05-14;30108;9963;0
Paraná;2021-05-15;11221;2737;0
Paraná;2021-05-16;565;90;0
Paraná;2021-05-17;29662;6020;0
Paraná;2021-05-18;30707;4217;0
Paraná;2021-05-19;39927;6007;0
Paraná;2021-05-20;50839;5475;0
Paraná;2021-05-21;43729;7202;0
Paraná;2021-05-22;12708;2885;0
Paraná;2021-05-23;2023;57;0
Paraná;2021-05-24;36030;7721;0
Paraná;2021-05-25;45345;8242;0
Paraná;2021-05-26;37400;7953;0
Paraná;2021-05-27;37258;13170;0
Paraná;2021-05-28;35692;9280;0
Paraná;2021-05-29;13859;2565;0
Paraná;2021-05-30;4393;34;0
Paraná;2021-05-31;41830;8595;0
Paraná;2021-06-01;56231;12529;0
Paraná;2021-06-02;65434;12721;0
Paraná;2021-06-03;12068;992;0
Paraná;2021-06-04;39166;3573;0
Paraná;2021-06-05;49756;1626;0
Paraná;2021-06-06;6926;112;0
Paraná;2021-06-07;77876;7515;0
Paraná;2021-06-08;94183;4967;0
Paraná;2021-06-09;87254;3417;0
Paraná;2021-06-10;80682;2310;0
Paraná;2021-06-11;81047;2661;0
Paraná;2021-06-12;73508;1107;1
Paraná;2021-06-13;11090;52;0
Paraná;2021-06-14;84469;2048;0
Paraná;2021-06-15;107175;2187;0
Paraná;2021-06-16;120398;2396;0
Paraná;2021-06-17;92509;2248;0
Paraná;2021-06-18;83335;2410;0
Paraná;2021-06-19;44964;695;0
Paraná;2021-06-20;22701;594;1
Paraná;2021-06-21;79054;4394;0
Paraná;2021-06-22;75641;4204;0
Paraná;2021-06-23;49572;5034;0
Paraná;2021-06-24;34036;3232;0
Paraná;2021-06-25;42762;3131;0
Paraná;2021-06-26;58961;592;1
Paraná;2021-06-27;19040;68;0
Paraná;2021-06-28;71821;3626;0
Paraná;2021-06-29;59680;4395;0
Paraná;2021-06-30;34954;4626;0
Paraná;2021-07-01;46867;4112;0
Paraná;2021-07-02;47913;7834;0
Paraná;2021-07-03;89310;4927;0
Paraná;2021-07-04;14681;1008;0
Paraná;2021-07-05;78480;13880;1
Paraná;2021-07-06;109458;12545;0
Paraná;2021-07-07;125658;5307;0
Paraná;2021-07-08;86377;7135;0
Paraná;2021-07-09;63579;21744;0
Paraná;2021-07-10;85809;11192;3
Paraná;2021-07-11;15644;4064;0
Paraná;2021-07-12;72959;47305;2
Paraná;2021-07-13;66074;24873;0
Paraná;2021-07-14;43215;17040;0
Paraná;2021-07-15;24474;28189;1
Paraná;2021-07-16;35601;32341;0
Paraná;2021-07-17;46395;6853;0
Paraná;2021-07-18;25530;2879;0
Paraná;2021-07-19;72658;51678;1
Paraná;2021-07-20;55802;45186;0
Paraná;2021-07-21;39625;43091;0
Paraná;2021-07-22;66466;31036;0
Paraná;2021-07-23;105752;26813;1
Paraná;2021-07-24;42999;11564;0
Paraná;2021-07-25;5741;3454;0
Paraná;2021-07-26;43156;68909;0
Paraná;2021-07-27;29964;65584;0
Paraná;2021-07-28;20252;49014;0
Paraná;2021-07-29;22521;32947;0
Paraná;2021-07-30;55793;32024;0
Paraná;2021-07-31;23847;6292;0
Paraná;2021-08-01;1955;452;0
Paraná;2021-08-02;73873;38342;0
Paraná;2021-08-03;112595;42457;1
Paraná;2021-08-04;73055;34976;0
Paraná;2021-08-05;52701;32931;0
Paraná;2021-08-06;48136;37626;0
Paraná;2021-08-07;65654;8772;0
Paraná;2021-08-08;585;322;0
Paraná;2021-08-09;81263;40260;0
Paraná;2021-08-10;107309;40712;2
Paraná;2021-08-11;95610;31405;0
Paraná;2021-08-12;84050;46921;0
Paraná;2021-08-13;51461;54830;0
Paraná;2021-08-14;71665;11685;1
Paraná;2021-08-15;2596;257;0
Paraná;2021-08-16;52612;50029;1
Paraná;2021-08-17;75477;51210;1
Paraná;2021-08-18;115311;29658;0
Paraná;2021-08-19;55879;47990;0
Paraná;2021-08-20;37926;53110;0
Paraná;2021-08-21;70035;13851;1
Paraná;2021-08-22;10189;4716;0
Paraná;2021-08-23;69283;52284;0
Paraná;2021-08-24;80974;71665;0
Paraná;2021-08-25;63124;65263;0
Paraná;2021-08-26;37848;57372;0
Paraná;2021-08-27;52094;58611;0
Paraná;2021-08-28;25081;26394;0
Paraná;2021-08-29;7223;3604;1
Paraná;2021-08-30;55559;93531;0
Paraná;2021-08-31;26818;90126;0
Paraná;2021-09-01;15163;81197;0
Paraná;2021-09-02;19085;76399;0
Paraná;2021-09-03;28217;79972;0
Paraná;2021-09-04;31533;23390;0
Paraná;2021-09-05;28;895;0
Paraná;2021-09-06;4618;31716;0
Paraná;2021-09-07;329;14688;0
Paraná;2021-09-08;8585;102833;0
Paraná;2021-09-09;6181;120701;2
Paraná;2021-09-10;8305;110187;0
Paraná;2021-09-11;16491;28540;0
Paraná;2021-09-12;2335;2918;0
Paraná;2021-09-13;32429;104259;0
Paraná;2021-09-14;24797;100643;0
Paraná;2021-09-15;29760;80335;0
Paraná;2021-09-16;68648;72242;0
Paraná;2021-09-17;51173;60144;0
Paraná;2021-09-18;29985;19278;0
Paraná;2021-09-19;5152;3832;0
Paraná;2021-09-20;20583;95807;4
Paraná;2021-09-21;21424;87147;8
Paraná;2021-09-22;20404;83532;296
Paraná;2021-09-23;21274;68453;887
Paraná;2021-09-24;14140;80875;90
Paraná;2021-09-25;14939;76784;37
Paraná;2021-09-26;892;9027;9
Paraná;2021-09-27;14219;77111;184
Paraná;2021-09-28;31754;79810;317
Paraná;2021-09-29;23929;91834;250
Paraná;2021-09-30;29297;66498;405
Paraná;2021-10-01;24072;60349;156
Paraná;2021-10-02;41771;14567;482
Paraná;2021-10-03;1387;5312;1
Paraná;2021-10-04;19517;73101;328
Paraná;2021-10-05;21845;74140;474
Paraná;2021-10-06;24253;75340;1192
Paraná;2021-10-07;21202;70380;846
Paraná;2021-10-08;21357;69281;485
Paraná;2021-10-09;3080;22517;212
Paraná;2021-10-10;428;5780;38
Paraná;2021-10-11;3565;25911;149
Paraná;2021-10-12;414;5695;47
Paraná;2021-10-13;12145;93531;637
Paraná;2021-10-14;12953;81420;1461
Paraná;2021-10-15;10120;91758;1369
Paraná;2021-10-16;13115;66426;148
Paraná;2021-10-17;410;2931;0
Paraná;2021-10-18;8828;87650;364
Paraná;2021-10-19;13378;85625;635
Paraná;2021-10-20;13559;73821;366
Paraná;2021-10-21;29229;60770;464
Paraná;2021-10-22;54801;59354;399
Paraná;2021-10-23;21230;28824;245
Paraná;2021-10-24;9559;3340;0
Paraná;2021-10-25;34058;60717;673
Paraná;2021-10-26;36159;62671;902
Paraná;2021-10-27;28212;57624;689
Paraná;2021-10-28;15993;49718;686
Paraná;2021-10-29;8254;46166;203
Paraná;2021-10-30;5917;6420;3
Paraná;2021-10-31;434;1808;0
Paraná;2021-11-01;1250;5234;0
Paraná;2021-11-02;495;2145;0
Paraná;2021-11-03;9406;56518;440
Paraná;2021-11-04;15432;52694;317
Paraná;2021-11-05;31405;39010;114
Paraná;2021-11-06;12597;12035;1545
Paraná;2021-11-07;3854;2359;0
Paraná;2021-11-08;33035;35588;1733
Paraná;2021-11-09;26318;39040;457
Paraná;2021-11-10;15408;45555;1061
Paraná;2021-11-11;14051;49206;517
Paraná;2021-11-12;10861;53365;402
Paraná;2021-11-13;6304;7509;12
Paraná;2021-11-14;252;332;1
Paraná;2021-11-15;352;1631;0
Paraná;2021-11-16;9359;50363;259
Paraná;2021-11-17;8245;43710;791
Paraná;2021-11-18;9222;40497;358
Paraná;2021-11-19;10307;42591;1365
Paraná;2021-11-20;3891;19500;145
Paraná;2021-11-21;285;3915;46
Paraná;2021-11-22;7840;40112;494
Paraná;2021-11-23;9997;42620;198
Paraná;2021-11-24;14199;33007;211
Paraná;2021-11-25;17463;36735;203
Paraná;2021-11-26;14895;32596;1258
Paraná;2021-11-27;8507;28418;5
Paraná;2021-11-28;345;664;1
Paraná;2021-11-29;13029;35878;653
Paraná;2021-11-30;14451;37617;934
Paraná;2021-12-01;11059;32453;1141
Paraná;2021-12-02;8514;29742;908
Paraná;2021-12-03;8101;35094;190
Paraná;2021-12-04;1847;6318;1
Paraná;2021-12-05;118;701;0
Paraná;2021-12-06;8298;25115;253
Paraná;2021-12-07;6940;26517;609
Paraná;2021-12-08;5832;21355;648
Paraná;2021-12-09;5163;26492;769
Paraná;2021-12-10;4104;25154;1121
Paraná;2021-12-11;877;4141;0
Paraná;2021-12-12;137;1048;0
Paraná;2021-12-13;4694;22286;1225
Paraná;2021-12-14;3922;24745;215
Paraná;2021-12-15;4853;29959;1537
Paraná;2021-12-16;4155;26125;1710
Paraná;2021-12-17;3815;32741;1812
Paraná;2021-12-18;810;8256;234
Paraná;2021-12-19;83;1561;0
Paraná;2021-12-20;3120;35098;752
Paraná;2021-12-21;2703;31309;2324
Paraná;2021-12-22;2358;24743;1398
Paraná;2021-12-23;1427;16411;694
Paraná;2021-12-24;70;532;0
Paraná;2021-12-25;5;29;0
Paraná;2021-12-26;20;127;0
Paraná;2021-12-27;1255;10873;1957
Paraná;2021-12-28;1415;11353;2474
Paraná;2021-12-29;1052;7433;839
Paraná;2021-12-30;916;5818;2158
Paraná;2021-12-31;11;145;0
Paraíba;2021-01-01;0;1;0
Paraíba;2021-01-03;0;4;0
Paraíba;2021-01-04;0;2;0
Paraíba;2021-01-05;4;3;0
Paraíba;2021-01-06;1;0;0
Paraíba;2021-01-07;0;1;0
Paraíba;2021-01-08;0;1;0
Paraíba;2021-01-09;0;1;0
Paraíba;2021-01-10;0;0;0
Paraíba;2021-01-11;1;1;0
Paraíba;2021-01-12;0;0;0
Paraíba;2021-01-13;0;1;0
Paraíba;2021-01-14;0;1;0
Paraíba;2021-01-15;0;1;0
Paraíba;2021-01-16;1;1;0
Paraíba;2021-01-17;12;2;0
Paraíba;2021-01-18;32;11;0
Paraíba;2021-01-19;2474;19;0
Paraíba;2021-01-20;11833;17;0
Paraíba;2021-01-21;9557;20;0
Paraíba;2021-01-22;3492;21;0
Paraíba;2021-01-23;450;2;0
Paraíba;2021-01-24;72;2;0
Paraíba;2021-01-25;3839;7;0
Paraíba;2021-01-26;6976;6;0
Paraíba;2021-01-27;6109;11;0
Paraíba;2021-01-28;10174;49;0
Paraíba;2021-01-29;6078;5;0
Paraíba;2021-01-30;436;6;0
Paraíba;2021-01-31;21;5;0
Paraíba;2021-02-01;5699;27;0
Paraíba;2021-02-02;4441;50;0
Paraíba;2021-02-03;3161;41;0
Paraíba;2021-02-04;3125;14;0
Paraíba;2021-02-05;2117;11;0
Paraíba;2021-02-06;903;8;0
Paraíba;2021-02-07;1100;11;0
Paraíba;2021-02-08;1678;104;0
Paraíba;2021-02-09;3687;1030;0
Paraíba;2021-02-10;6308;1517;0
Paraíba;2021-02-11;6175;1689;0
Paraíba;2021-02-12;5263;1795;0
Paraíba;2021-02-13;129;318;0
Paraíba;2021-02-14;107;147;0
Paraíba;2021-02-15;882;1963;0
Paraíba;2021-02-16;917;5657;0
Paraíba;2021-02-17;1991;8164;0
Paraíba;2021-02-18;2073;4196;0
Paraíba;2021-02-19;2557;2504;0
Paraíba;2021-02-20;567;71;0
Paraíba;2021-02-21;69;46;0
Paraíba;2021-02-22;1490;3581;0
Paraíba;2021-02-23;1262;3457;0
Paraíba;2021-02-24;1548;2989;0
Paraíba;2021-02-25;1176;2621;0
Paraíba;2021-02-26;1069;1591;0
Paraíba;2021-02-27;1428;938;0
Paraíba;2021-02-28;190;887;0
Paraíba;2021-03-01;5202;1687;0
Paraíba;2021-03-02;9189;2051;0
Paraíba;2021-03-03;10604;2393;0
Paraíba;2021-03-04;9669;2882;0
Paraíba;2021-03-05;11313;2462;0
Paraíba;2021-03-06;2107;111;0
Paraíba;2021-03-07;160;13;0
Paraíba;2021-03-08;10847;2158;0
Paraíba;2021-03-09;10743;2702;0
Paraíba;2021-03-10;13401;3039;0
Paraíba;2021-03-11;12421;2900;0
Paraíba;2021-03-12;11808;2213;0
Paraíba;2021-03-13;3784;353;0
Paraíba;2021-03-14;3129;77;0
Paraíba;2021-03-15;10588;1258;0
Paraíba;2021-03-16;8996;1160;0
Paraíba;2021-03-17;9852;1939;0
Paraíba;2021-03-18;6300;2019;0
Paraíba;2021-03-19;7971;2251;0
Paraíba;2021-03-20;5649;634;0
Paraíba;2021-03-21;4895;367;0
Paraíba;2021-03-22;21965;2725;0
Paraíba;2021-03-23;37800;2729;0
Paraíba;2021-03-24;25949;2841;0
Paraíba;2021-03-25;21447;2960;0
Paraíba;2021-03-26;16294;3612;0
Paraíba;2021-03-27;19449;645;0
Paraíba;2021-03-28;8237;204;0
Paraíba;2021-03-29;18811;4730;0
Paraíba;2021-03-30;16916;5962;0
Paraíba;2021-03-31;12108;4360;0
Paraíba;2021-04-01;2938;1896;0
Paraíba;2021-04-02;573;794;0
Paraíba;2021-04-03;17856;1492;0
Paraíba;2021-04-04;3851;545;0
Paraíba;2021-04-05;8577;7808;0
Paraíba;2021-04-06;15019;11130;0
Paraíba;2021-04-07;11635;13165;0
Paraíba;2021-04-08;10503;12122;0
Paraíba;2021-04-09;7233;9596;0
Paraíba;2021-04-10;6734;3259;0
Paraíba;2021-04-11;163;238;0
Paraíba;2021-04-12;8578;8338;0
Paraíba;2021-04-13;5232;11406;0
Paraíba;2021-04-14;4033;9856;0
Paraíba;2021-04-15;2127;6552;0
Paraíba;2021-04-16;1986;9563;0
Paraíba;2021-04-17;6276;3742;0
Paraíba;2021-04-18;491;879;0
Paraíba;2021-04-19;12697;12096;0
Paraíba;2021-04-20;10875;20354;0
Paraíba;2021-04-21;5021;6861;0
Paraíba;2021-04-22;6619;15958;0
Paraíba;2021-04-23;4949;11017;0
Paraíba;2021-04-24;3714;6184;0
Paraíba;2021-04-25;804;21192;0
Paraíba;2021-04-26;6046;15242;0
Paraíba;2021-04-27;6339;18003;0
Paraíba;2021-04-28;6243;8225;0
Paraíba;2021-04-29;3481;10591;0
Paraíba;2021-04-30;12687;5520;0
Paraíba;2021-05-01;6397;3111;0
Paraíba;2021-05-02;934;849;0
Paraíba;2021-05-03;11933;6413;0
Paraíba;2021-05-04;12246;6565;0
Paraíba;2021-05-05;16267;5812;0
Paraíba;2021-05-06;14102;3203;0
Paraíba;2021-05-07;13604;1023;0
Paraíba;2021-05-08;4677;88;0
Paraíba;2021-05-09;258;20;0
Paraíba;2021-05-10;9564;5478;0
Paraíba;2021-05-11;9841;4728;0
Paraíba;2021-05-12;12917;4560;0
Paraíba;2021-05-13;12460;2332;0
Paraíba;2021-05-14;9567;1093;0
Paraíba;2021-05-15;3066;368;0
Paraíba;2021-05-16;4414;25;0
Paraíba;2021-05-17;8300;771;0
Paraíba;2021-05-18;14145;855;0
Paraíba;2021-05-19;10028;11719;0
Paraíba;2021-05-20;8964;15994;0
Paraíba;2021-05-21;6014;8096;0
Paraíba;2021-05-22;2358;2236;0
Paraíba;2021-05-23;425;41;0
Paraíba;2021-05-24;5398;2699;0
Paraíba;2021-05-25;5961;3666;0
Paraíba;2021-05-26;6414;3354;0
Paraíba;2021-05-27;7579;2283;0
Paraíba;2021-05-28;13424;1221;0
Paraíba;2021-05-29;4407;94;0
Paraíba;2021-05-30;2360;664;0
Paraíba;2021-05-31;11505;2464;0
Paraíba;2021-06-01;14893;3572;0
Paraíba;2021-06-02;15610;5104;0
Paraíba;2021-06-03;16243;2354;0
Paraíba;2021-06-04;22006;5051;0
Paraíba;2021-06-05;8822;253;0
Paraíba;2021-06-06;611;30;0
Paraíba;2021-06-07;22172;4025;0
Paraíba;2021-06-08;19297;3766;0
Paraíba;2021-06-09;25616;2528;0
Paraíba;2021-06-10;29815;2089;0
Paraíba;2021-06-11;27443;1365;0
Paraíba;2021-06-12;5239;148;0
Paraíba;2021-06-13;1517;48;0
Paraíba;2021-06-14;17524;1275;0
Paraíba;2021-06-15;17150;1204;0
Paraíba;2021-06-16;16620;1088;0
Paraíba;2021-06-17;13145;905;0
Paraíba;2021-06-18;10629;650;0
Paraíba;2021-06-19;9832;411;0
Paraíba;2021-06-20;3994;1468;0
Paraíba;2021-06-21;15838;4284;0
Paraíba;2021-06-22;17417;3696;0
Paraíba;2021-06-23;9603;1853;0
Paraíba;2021-06-24;2892;1441;0
Paraíba;2021-06-25;24532;1161;0
Paraíba;2021-06-26;16316;1529;0
Paraíba;2021-06-27;1382;1035;0
Paraíba;2021-06-28;19831;2544;0
Paraíba;2021-06-29;15749;2201;0
Paraíba;2021-06-30;19257;977;0
Paraíba;2021-07-01;18220;664;0
Paraíba;2021-07-02;24079;1169;0
Paraíba;2021-07-03;10589;635;0
Paraíba;2021-07-04;4388;116;0
Paraíba;2021-07-05;31886;1377;0
Paraíba;2021-07-06;26269;1376;0
Paraíba;2021-07-07;17172;1930;0
Paraíba;2021-07-08;14074;2013;0
Paraíba;2021-07-09;13344;1425;0
Paraíba;2021-07-10;5406;1280;0
Paraíba;2021-07-11;269;287;0
Paraíba;2021-07-12;11039;5788;0
Paraíba;2021-07-13;11080;5634;0
Paraíba;2021-07-14;6257;4757;0
Paraíba;2021-07-15;5060;5581;0
Paraíba;2021-07-16;22001;5066;0
Paraíba;2021-07-17;40439;2213;0
Paraíba;2021-07-18;9807;588;0
Paraíba;2021-07-19;41999;9483;0
Paraíba;2021-07-20;32782;9126;0
Paraíba;2021-07-21;30001;6573;0
Paraíba;2021-07-22;25631;6716;0
Paraíba;2021-07-23;14903;7265;0
Paraíba;2021-07-24;3696;3824;0
Paraíba;2021-07-25;461;62;0
Paraíba;2021-07-26;9436;8865;0
Paraíba;2021-07-27;9171;9670;0
Paraíba;2021-07-28;18904;9456;0
Paraíba;2021-07-29;17488;12000;0
Paraíba;2021-07-30;14239;10885;0
Paraíba;2021-07-31;2346;3780;0
Paraíba;2021-08-01;23818;486;0
Paraíba;2021-08-02;22734;12463;0
Paraíba;2021-08-03;30061;15034;0
Paraíba;2021-08-04;17236;17665;0
Paraíba;2021-08-05;7346;6693;0
Paraíba;2021-08-06;32927;10256;0
Paraíba;2021-08-07;8984;4959;0
Paraíba;2021-08-08;13495;884;0
Paraíba;2021-08-09;23175;11866;0
Paraíba;2021-08-10;43626;13916;0
Paraíba;2021-08-11;21514;14439;0
Paraíba;2021-08-12;30959;11205;0
Paraíba;2021-08-13;25490;8295;0
Paraíba;2021-08-14;15966;5939;0
Paraíba;2021-08-15;5183;439;0
Paraíba;2021-08-16;62754;10413;0
Paraíba;2021-08-17;36174;11507;0
Paraíba;2021-08-18;31001;14409;0
Paraíba;2021-08-19;18465;10367;0
Paraíba;2021-08-20;18075;8651;0
Paraíba;2021-08-21;33285;1672;0
Paraíba;2021-08-22;2009;130;0
Paraíba;2021-08-23;31062;10787;0
Paraíba;2021-08-24;34042;13966;0
Paraíba;2021-08-25;22574;18902;0
Paraíba;2021-08-26;15438;17831;0
Paraíba;2021-08-27;27426;13134;0
Paraíba;2021-08-28;3373;6015;0
Paraíba;2021-08-29;330;183;0
Paraíba;2021-08-30;10522;19463;0
Paraíba;2021-08-31;8050;19180;0
Paraíba;2021-09-01;7638;26832;0
Paraíba;2021-09-02;8643;28641;0
Paraíba;2021-09-03;26167;22274;0
Paraíba;2021-09-04;2191;7631;0
Paraíba;2021-09-05;74;106;0
Paraíba;2021-09-06;3039;9382;0
Paraíba;2021-09-07;199;2304;0
Paraíba;2021-09-08;4898;35569;0
Paraíba;2021-09-09;17015;37499;0
Paraíba;2021-09-10;10069;26100;0
Paraíba;2021-09-11;5356;5035;0
Paraíba;2021-09-12;142;190;0
Paraíba;2021-09-13;8601;25709;0
Paraíba;2021-09-14;12716;24292;1
Paraíba;2021-09-15;14716;19936;0
Paraíba;2021-09-16;11667;20769;0
Paraíba;2021-09-17;7304;16477;0
Paraíba;2021-09-18;2069;6397;0
Paraíba;2021-09-19;33;461;0
Paraíba;2021-09-20;5908;21067;0
Paraíba;2021-09-21;12670;22894;0
Paraíba;2021-09-22;13702;21187;0
Paraíba;2021-09-23;10009;20504;0
Paraíba;2021-09-24;8827;13969;0
Paraíba;2021-09-25;19860;37685;0
Paraíba;2021-09-26;511;153;0
Paraíba;2021-09-27;17566;14648;0
Paraíba;2021-09-28;17408;18462;0
Paraíba;2021-09-29;16361;17563;0
Paraíba;2021-09-30;12045;19759;0
Paraíba;2021-10-01;7215;18020;0
Paraíba;2021-10-02;3235;6279;0
Paraíba;2021-10-03;31;66;0
Paraíba;2021-10-04;8169;16533;0
Paraíba;2021-10-05;7860;20414;0
Paraíba;2021-10-06;7258;17875;0
Paraíba;2021-10-07;9900;20044;0
Paraíba;2021-10-08;8154;13264;0
